LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY_TYPE,HOUSE AGE,PARKING_SPACES,PARKING,BALCONY,GARDEN,DRAINAGE,DRINKING_WATER,EARTHQUAKE_RESISTANT,MODULAR_KITCHEN,LIVING_ROOM,DINING_ROOM,POWER_BACKUP,AMENITIES_COUNT
Other,55000000.0,3080.25,13.0,EAST,2.5,6.0,3.0,House,14.0,2,1,1,0,1,1,1,0,0,0,1,11
"Bhaisepati, Lalitpur",42500000.0,1437.45,16.0,NORTH-WEST,2.5,5.0,4.0,Bungalow,4.0,0,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",31000000.0,1369.0,13.0,SOUTH,2.5,4.0,3.0,House,4.0,1,1,1,0,1,1,1,0,0,1,1,11
"Sitapaila, Kathmandu",35000000.0,1711.25,13.0,SOUTH,2.5,5.0,3.0,Bungalow,7.0,1,1,1,1,1,1,1,0,0,1,0,11
Other,37000000.0,1095.2,20.0,EAST,2.5,4.0,4.0,Bungalow,28.0,1,1,1,0,0,1,1,1,0,1,1,11
"Tikathali, Lalitpur",28500000.0,1026.75,13.0,EAST,2.5,6.0,4.0,House,13.0,0,1,1,0,1,1,1,0,0,1,1,11
"Imadol, Lalitpur",36500000.0,1369.0,13.0,EAST,3.0,7.0,4.0,House,11.0,1,1,1,0,1,1,1,0,0,0,1,11
Other,33000000.0,1095.2,13.0,SOUTH,2.5,6.0,4.0,House,4.0,2,1,1,1,1,1,1,0,0,0,1,11
"Hattigaunda, Kathmandu",62500000.0,2053.5,20.0,SOUTH,2.0,5.0,7.0,Bungalow,28.0,2,0,0,1,1,0,1,1,1,1,0,11
"Hattigaunda, Kathmandu",75000000.0,2738.0,13.0,SOUTH,2.5,7.0,6.0,House,11.0,2,0,0,0,0,0,1,1,1,1,0,11
"Imadol, Lalitpur",35000000.0,1060.9750000000001,30.0,WEST,2.5,3.0,3.0,House,14.0,1,1,1,0,0,1,1,0,0,1,1,11
"Imadol, Lalitpur",31000000.0,1095.2,13.0,EAST,2.5,4.0,4.0,House,14.0,0,1,1,0,1,1,0,0,0,1,1,11
"Gwarko, Lalitpur",23500000.0,1026.75,13.0,NORTH-EAST,3.0,6.0,3.0,House,4.0,1,1,1,0,1,1,1,0,0,1,1,11
"Gwarko, Lalitpur",29500000.0,1026.75,13.0,WEST,3.5,4.0,4.0,House,4.0,0,0,1,0,1,1,1,0,0,1,1,11
"Budhanilkantha, Kathmandu",46500000.0,1711.25,13.0,EAST,3.5,6.0,4.0,House,7.0,1,1,0,0,1,1,1,1,1,1,1,11
"Budhanilkantha, Kathmandu",31500000.0,1369.0,13.0,SOUTH,3.0,6.0,6.0,House,10.0,1,1,1,0,1,1,1,0,0,1,1,11
Other,15000000.0,1369.0,20.0,SOUTH,2.0,5.0,2.0,House,7.0,4,1,1,1,1,1,1,0,0,1,1,11
"Budhanilkantha, Kathmandu",22500000.0,3080.25,13.0,SOUTH-EAST,2.0,2.0,2.0,House,11.0,2,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",19000000.0,787.175,13.0,EAST,2.5,4.0,4.0,House,4.0,1,1,1,0,0,1,1,0,0,0,1,11
"Satdobato, Lalitpur",31000000.0,1129.425,13.0,WEST,2.5,4.0,4.0,House,28.0,1,1,1,0,1,1,1,0,0,1,1,11
"Bhaisepati, Lalitpur",43500000.0,1437.45,20.0,EAST,2.5,4.0,4.0,House,11.0,1,1,1,1,0,1,0,0,1,1,0,11
"Gwarko, Lalitpur",22000000.0,1060.9750000000001,12.0,NORTH,2.5,5.0,4.0,House,13.0,1,1,1,0,0,1,1,0,1,0,0,11
"Imadol, Lalitpur",31000000.0,1369.0,13.0,EAST,3.0,5.0,4.0,House,11.0,2,1,1,0,1,1,1,0,0,1,1,11
"Sitapaila, Kathmandu",55000000.0,2053.5,20.0,WEST,2.5,6.0,3.0,House,10.0,1,1,1,1,1,1,1,0,0,1,1,11
"Gongabu, Kathmandu",60000000.0,2429.975,12.0,NORTH,5.0,10.0,6.0,House,7.0,1,0,1,0,1,1,1,1,1,0,1,11
"Imadol, Lalitpur",28000000.0,1026.75,13.0,NORTH,2.5,5.0,4.0,House,14.0,0,1,1,0,1,1,1,0,0,1,1,11
"Ochu Height, Lalitpur",27500000.0,1060.9750000000001,13.0,NORTH,3.0,6.0,5.0,House,5.0,0,1,1,0,1,1,1,0,0,1,1,11
"Gwarko, Lalitpur",29500000.0,1095.2,13.0,SOUTH,2.5,5.0,4.0,House,10.0,0,1,1,0,1,1,1,0,0,1,1,11
"Lubhu, Lalitpur",19500000.0,787.175,23.0,WEST,3.0,5.0,6.0,House,7.0,1,1,1,0,1,1,1,0,1,1,1,11
Other,27000000.0,1095.2,13.0,SOUTH,2.5,5.0,4.0,House,22.0,1,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",28000000.0,1369.0,16.0,EAST,2.5,6.0,4.0,House,14.0,1,1,1,0,0,1,1,0,1,0,1,11
"Imadol, Lalitpur",29000000.0,1026.75,14.0,EAST,2.5,3.0,3.0,House,12.0,1,1,1,0,0,1,1,0,0,0,1,11
"Imadol, Lalitpur",29000000.0,1095.2,13.0,EAST,3.0,5.0,5.0,House,4.0,1,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",29000000.0,1095.2,13.0,EAST,2.5,4.0,4.0,House,7.0,1,0,1,0,1,1,1,0,0,0,1,11
"Bhaisepati, Lalitpur",45000000.0,1711.25,13.0,EAST,3.0,4.0,4.0,House,7.0,2,1,1,0,1,1,1,0,0,0,1,11
"Dhapasi, Kathmandu",22500000.0,787.175,13.0,NORTH-WEST,2.5,4.0,2.0,House,14.0,1,1,1,0,1,1,1,0,0,1,1,11
"Golfutar, Kathmandu",26000000.0,1026.75,14.0,EAST,2.0,5.0,5.0,Bungalow,13.0,4,1,0,1,1,0,0,1,1,1,0,11
Other,33000000.0,1471.675,13.0,SOUTH-WEST,3.5,8.0,5.0,House,4.0,1,1,1,1,0,1,1,0,0,0,0,11
Other,27000000.0,1026.75,20.0,SOUTH,2.5,3.0,4.0,House,13.0,1,1,0,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",22500000.0,1026.75,20.0,WEST,2.5,,4.0,House,11.0,1,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",27500000.0,1403.225,13.0,SOUTH,2.5,5.0,5.0,House,11.0,1,0,0,0,1,1,1,0,1,1,1,11
"Mulpani, Kathmandu",16000000.0,752.95,12.0,EAST,2.5,5.0,3.0,House,25.0,0,0,1,0,0,1,1,1,1,0,0,11
"Bafal, Kathmandu",47000000.0,2395.75,14.0,WEST,2.5,6.0,3.0,House,11.0,2,1,1,0,0,1,1,1,1,0,0,11
"Imadol, Lalitpur",25000000.0,1060.9750000000001,13.0,SOUTH,2.5,4.0,4.0,House,14.0,0,1,1,0,1,1,1,0,0,1,1,11
"Imadol, Lalitpur",25000000.0,1095.2,13.0,WEST,2.5,4.0,3.0,House,14.0,0,1,1,0,1,1,1,0,0,1,1,11
"Sanepa, Lalitpur",90000000.0,2464.2000000000003,13.0,SOUTH,2.5,6.0,4.0,House,4.0,1,1,1,0,1,1,1,0,0,0,1,11
"Khumaltar, Lalitpur",65000000.0,3080.25,13.0,SOUTH-WEST,4.5,,4.0,House,4.0,3,1,1,0,1,1,1,0,0,0,1,11
"Sitapaila, Kathmandu",23000000.0,1369.0,12.0,NORTH,3.5,9.0,3.0,House,7.0,1,1,1,0,1,0,1,0,0,0,1,11
Other,35000000.0,2738.0,8.0,SOUTH,2.5,8.0,4.0,House,10.0,0,1,1,1,1,1,1,0,0,0,1,11
Other,27000000.0,1369.0,11.0,WEST,4.5,8.0,4.0,House,7.0,0,1,1,0,0,1,0,1,1,1,1,11
"Sunakothi, Lalitpur",85000000.0,3080.25,20.0,SOUTH,2.5,5.0,7.0,Villa,11.0,1,1,1,1,1,1,1,0,0,0,1,11
"Hattiban, Lalitpur",70000000.0,1711.25,20.0,NORTH-WEST,2.5,5.0,4.0,Villa,11.0,2,1,1,0,1,1,1,0,0,0,1,11
"Hattiban, Lalitpur",35000000.0,1129.425,22.0,NORTH-WEST,2.5,3.0,4.0,House,11.0,2,1,1,1,1,1,1,0,0,0,1,11
"Dhapakhel, Lalitpur",25000000.0,1026.75,16.0,NORTH,2.0,6.0,3.0,House,11.0,1,1,1,0,1,1,1,0,0,0,1,11
Other,45000000.0,1026.75,13.0,SOUTH,2.0,9.0,4.0,House,11.0,1,1,1,0,0,1,1,0,0,0,1,11
Other,26000000.0,1026.75,20.0,NORTH-EAST,2.5,3.0,4.0,Bungalow,7.0,1,1,0,0,0,1,1,0,0,0,1,11
"Budhanilkantha, Kathmandu",34500000.0,1369.0,13.0,WEST,2.5,6.0,5.0,House,10.0,1,1,1,0,1,1,1,0,0,0,1,11
"Budhanilkantha, Kathmandu",37500000.0,1711.25,14.0,SOUTH-WEST,2.0,6.0,5.0,House,7.0,1,1,1,0,1,1,0,0,1,1,1,11
Other,42500000.0,1745.475,20.0,NORTH,2.5,4.0,4.0,House,11.0,2,1,1,0,0,1,1,1,1,0,1,10
Other,30000000.0,1711.25,10.0,EAST,2.5,4.0,3.0,House,8.0,2,1,1,1,1,1,1,0,0,0,1,11
"Mandikhatar, Kathmandu",65000000.0,2738.0,13.0,NORTH-EAST,2.5,6.0,3.0,House,25.0,3,1,0,1,1,1,0,1,1,0,0,11
"Pasikot, Kathmandu",30000000.0,1437.45,14.0,EAST,2.5,8.0,4.0,House,25.0,1,1,0,0,1,1,0,1,1,0,0,11
Other,17500000.0,1026.75,12.0,SOUTH-EAST,2.5,11.0,3.0,House,13.0,0,1,0,0,1,0,0,1,0,0,0,9
Other,29500000.0,1437.45,13.0,NORTH-WEST,2.5,4.0,4.0,House,11.0,2,1,0,0,1,1,0,0,1,0,0,11
"Dhapakhel, Lalitpur",43000000.0,2053.5,13.0,NORTH,3.0,6.0,4.0,House,25.0,3,1,0,0,1,1,0,1,1,0,0,10
"Imadol, Lalitpur",31000000.0,1060.9750000000001,13.0,EAST,2.5,6.0,5.0,House,7.0,0,1,1,0,1,1,1,1,1,0,1,11
"Imadol, Lalitpur",45000000.0,2156.1749999999997,13.0,SOUTH,3.0,7.0,7.0,House,10.0,1,1,1,1,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",26500000.0,1026.75,13.0,SOUTH,2.5,5.0,4.0,House,7.0,0,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",29500000.0,1095.2,13.0,SOUTH,2.5,5.0,4.0,House,11.0,0,1,1,0,1,1,1,0,0,0,1,11
Other,37500000.0,1711.25,20.0,SOUTH-EAST,2.0,5.0,4.0,Bungalow,11.0,2,0,1,0,1,1,1,0,1,0,1,11
"Bhaisepati, Lalitpur",150000000.0,3422.5,13.0,EAST,2.5,5.0,4.0,Bungalow,11.0,3,1,0,1,1,1,1,0,0,0,0,11
Other,105000000.0,3764.75,20.0,NORTH-EAST,2.5,5.0,6.0,House,8.0,3,1,1,0,1,1,1,0,0,1,1,11
"Tikathali, Lalitpur",25500000.0,1026.75,13.0,SOUTH,2.5,4.0,4.0,House,25.0,1,1,1,0,1,1,1,1,0,0,1,11
"Sanagaun, Lalitpur",22500000.0,787.175,20.0,SOUTH,2.5,5.0,3.0,House,15.0,0,1,1,0,0,1,1,0,1,0,1,11
Other,105000000.0,4107.0,20.0,NORTH,2.5,6.0,5.0,House,25.0,3,1,1,0,1,1,0,1,1,0,1,11
"Tikathali, Lalitpur",28500000.0,1026.75,13.0,EAST,2.5,9.0,4.0,House,11.0,0,1,1,0,0,1,1,1,1,0,1,11
Other,125000000.0,3422.5,20.0,EAST,2.5,4.0,4.0,House,25.0,3,1,1,1,1,1,1,0,0,1,1,11
"Deuwa Chowk, Kathmandu",60000000.0,2053.5,13.0,WEST,2.5,8.0,5.0,House,15.0,2,1,1,0,1,1,1,1,1,0,1,10
Other,16500000.0,752.95,13.0,EAST,2.0,3.0,3.0,House,13.0,1,0,0,0,0,1,1,1,1,0,0,7
"Budhanilkantha, Kathmandu",33500000.0,1369.0,13.0,NORTH,3.0,10.0,5.0,House,25.0,2,1,1,0,1,1,1,1,1,0,1,11
Other,35000000.0,1711.25,11.0,SOUTH-EAST,3.5,6.0,4.0,House,8.0,2,1,1,0,1,1,0,1,0,0,0,11
Other,27500000.0,1711.25,13.0,WEST,2.0,9.0,4.0,House,13.0,2,1,1,0,1,1,1,1,1,0,1,10
Other,22500000.0,1026.75,13.0,NORTH,2.5,7.0,3.0,House,11.0,0,1,0,0,0,1,1,0,1,0,1,11
"Imadol, Lalitpur",25000000.0,1026.75,13.0,EAST,3.0,7.0,6.0,House,7.0,0,1,1,0,1,1,1,0,0,0,1,11
"Sanagaun, Lalitpur",28000000.0,1813.925,15.0,EAST,3.0,6.0,6.0,House,10.0,0,1,1,0,1,1,1,0,0,1,1,11
"Imadol, Lalitpur",26000000.0,752.95,13.0,SOUTH,3.0,5.0,3.0,House,7.0,0,1,1,0,1,1,1,0,1,0,1,11
"Imadol, Lalitpur",28000000.0,1026.75,13.0,WEST,3.0,4.0,4.0,House,11.0,1,1,1,0,1,1,1,0,1,0,1,11
"Imadol, Lalitpur",27000000.0,1095.2,13.0,WEST,2.5,5.0,4.0,House,11.0,0,1,1,0,1,1,1,0,0,0,1,11
Other,29000000.0,1095.2,6.0,SOUTH,4.5,22.0,8.0,House,11.0,0,0,1,0,1,1,1,1,1,0,1,10
"Imadol, Lalitpur",32500000.0,1129.425,16.0,NORTH-WEST,3.0,5.0,5.0,House,8.0,0,1,1,0,1,1,1,1,1,1,1,11
Other,27000000.0,1026.75,20.0,SOUTH,2.5,3.0,4.0,House,15.0,0,1,1,0,1,1,1,0,0,0,1,11
"Deuwa Chowk, Kathmandu",65000000.0,2395.75,14.0,SOUTH,2.5,4.0,5.0,House,18.0,2,1,1,0,1,1,1,0,0,0,1,11
"Imadol, Lalitpur",27500000.0,1026.75,13.0,SOUTH-WEST,3.5,7.0,4.0,House,7.0,0,1,1,0,1,1,1,0,0,0,1,11
"Budhanilkantha, Kathmandu",57500000.0,1779.7,13.0,SOUTH-EAST,2.5,4.0,4.0,Bungalow,7.0,1,1,1,0,1,1,1,0,1,0,1,11
"Sitapaila, Kathmandu",50000000.0,1369.0,13.0,WEST,2.5,4.0,4.0,House,15.0,3,1,1,1,1,1,1,0,0,0,1,11
Other,17500000.0,1026.75,14.0,SOUTH,2.5,5.0,5.0,House,4.0,2,1,1,1,0,1,0,0,0,1,1,11
"Narayanthan, Kathmandu",55000000.0,1711.25,10.0,EAST,2.5,7.0,4.0,House,4.0,5,1,0,1,1,1,1,0,0,0,0,11
"Hepali Height, Kathmandu",46500000.0,1471.675,13.0,WEST,3.0,6.0,6.0,House,8.0,2,1,1,1,1,1,1,0,1,0,0,11
"Sanepa, Lalitpur",35000000.0,855.625,13.0,SOUTH-EAST,3.0,3.0,2.0,House,4.0,1,1,1,0,1,1,1,0,0,1,1,11
Other,22000000.0,437.4,23.0,EAST,3.0,4.0,4.0,House,4.0,2,1,1,1,0,1,1,1,0,0,0,11
Other,22000000.0,437.4,23.0,EAST,2.5,4.0,4.0,House,4.0,3,1,1,1,1,0,1,1,0,0,0,11
"Baluwatar, Kathmandu",76000000.0,2053.5,10.0,SOUTH,3.5,8.0,10.0,House,7.0,3,1,1,1,1,1,1,0,0,0,1,11
Other,73500000.0,3114.475,13.0,SOUTH-EAST,3.5,4.0,3.0,Bungalow,13.0,2,1,1,1,1,1,1,0,0,0,1,11
Other,23000000.0,1026.75,13.0,SOUTH-EAST,2.5,5.0,3.0,House,14.0,0,1,1,0,1,1,1,1,0,0,1,11
"Budhanilkantha, Kathmandu",39000000.0,2053.5,14.0,SOUTH-WEST,2.5,6.0,6.0,Bungalow,23.0,2,1,1,0,1,1,1,1,1,1,1,11
Other,35000000.0,1369.0,18.0,SOUTH-EAST,3.0,7.0,4.0,House,8.0,1,1,1,0,1,1,1,0,0,1,1,11
Other,16000000.0,752.95,12.0,EAST,2.5,5.0,3.0,House,23.0,1,1,1,0,1,0,1,1,0,0,1,11
Other,28000000.0,1129.425,13.0,WEST,3.0,5.0,5.0,Bungalow,11.0,1,1,1,0,0,0,1,0,0,0,1,11
"Budhanilkantha, Kathmandu",40000000.0,1369.0,16.0,WEST,3.0,10.0,4.0,House,7.0,0,1,1,0,1,1,1,0,0,1,1,11
"Pasikot, Kathmandu",22500000.0,1095.2,20.0,SOUTH,2.5,4.0,3.0,House,13.0,0,1,1,0,1,1,1,1,1,0,1,11
"Bhaisepati, Lalitpur",29000000.0,1369.0,15.0,SOUTH,2.5,4.0,3.0,House,7.0,0,0,1,0,1,1,1,1,1,0,1,9
Other,9000000.0,1822.5,10.0,NORTH,1.5,2.0,1.0,House,23.0,1,1,0,0,1,1,1,0,1,0,0,11
"Jyotinagar, Kathmandu",26500000.0,1026.75,20.0,SOUTH,2.0,4.0,2.0,House,8.0,0,1,1,0,1,0,1,0,0,1,1,11
"Pepsicola, Kathmandu",55500000.0,2121.9500000000003,20.0,SOUTH,3.5,6.0,6.0,House,5.0,3,1,0,0,1,0,1,1,1,0,0,9
Other,140000000.0,4791.5,15.0,SOUTH,4.5,28.0,7.0,Bungalow,25.0,9,1,1,0,0,1,1,0,0,0,1,11
Other,85000000.0,2053.5,12.0,SOUTH-EAST,4.0,8.0,6.0,House,13.0,2,1,1,0,1,1,0,1,0,0,1,11
"Sundarbasti, Kathmandu",33800000.0,1095.2,13.0,EAST,2.5,4.0,3.0,House,14.0,1,0,0,0,1,1,1,1,0,0,1,9
"Pepsicola, Kathmandu",29000000.0,1711.25,13.0,NORTH,2.5,5.0,5.0,House,8.0,0,1,0,0,1,1,1,0,1,0,0,11
Other,26000000.0,1095.2,13.0,EAST,2.5,5.0,3.0,House,8.0,0,1,0,0,1,1,1,0,1,0,0,11
Other,32500000.0,1095.2,18.0,EAST,3.5,6.0,3.0,House,23.0,0,0,0,0,1,1,1,1,1,1,1,9
"Bhangal, Kathmandu",45000000.0,1745.475,13.0,SOUTH-WEST,3.0,7.0,6.0,House,17.0,1,1,0,0,1,1,0,1,1,0,1,10
Other,15500000.0,1437.45,4.0,SOUTH,2.0,4.0,2.0,House,11.0,1,1,0,0,1,1,1,1,1,0,1,11
"Baluwakhani, Kathmandu",27500000.0,1095.2,10.0,WEST,2.5,6.0,4.0,House,15.0,1,1,1,0,1,1,1,0,0,1,1,11
Other,73000000.0,2190.4,20.0,SOUTH-EAST,2.5,4.0,3.0,House,15.0,2,1,1,1,0,1,1,1,1,0,1,10
"Syuchatar, Kathmandu",25000000.0,1711.25,16.0,EAST,2.5,4.0,3.0,House,18.0,1,0,1,0,1,1,1,1,1,0,1,11
"Kapan, Kathmandu",32000000.0,1369.0,13.0,SOUTH-EAST,2.5,5.0,4.0,House,5.0,2,1,0,0,1,1,0,0,1,0,1,11
"Imadol, Lalitpur",60000000.0,3080.25,13.0,EAST,2.5,6.0,4.0,House,18.0,2,1,1,1,1,1,1,0,1,0,1,11
Other,6500000.0,410.7,20.0,EAST,2.5,2.0,1.0,House,33.0,0,0,0,0,0,0,0,0,0,0,0,3
"Nakhipot, Lalitpur",46000000.0,2395.75,13.0,SOUTH-EAST,2.5,6.0,5.0,House,8.0,3,1,1,0,1,0,0,0,1,0,1,11
"Sitapaila, Kathmandu",49500000.0,2806.45,12.0,SOUTH-EAST,3.5,8.0,7.0,House,15.0,3,1,1,0,1,1,0,0,1,0,1,11
"Pasikot, Kathmandu",28000000.0,1711.25,13.0,SOUTH,3.5,8.0,4.0,House,21.0,1,0,1,1,1,1,1,1,0,0,1,11
"Imadol, Lalitpur",21500000.0,787.175,13.0,EAST,3.0,3.0,3.0,House,4.0,1,1,1,0,0,1,1,1,0,0,0,11
"Baluwakhani, Kathmandu",21500000.0,1026.75,12.0,SOUTH-EAST,3.0,4.0,3.0,House,18.0,1,1,1,0,1,0,1,1,1,0,1,11
Other,60000000.0,3490.95,13.0,SOUTH-WEST,3.5,5.0,4.0,House,7.0,2,1,1,1,1,1,1,0,0,0,1,11
Other,38000000.0,1437.45,13.0,NORTH-EAST,2.5,7.0,4.0,House,7.0,2,1,0,0,1,0,1,1,1,0,0,11
Other,27500000.0,1369.0,13.0,SOUTH-EAST,2.5,5.0,4.0,House,7.0,2,0,1,0,0,1,1,1,0,1,0,11
"Ganesh Chowk, Kathmandu",58000000.0,2053.5,20.0,NORTH,3.5,8.0,3.0,House,15.0,2,1,1,0,0,1,1,1,0,0,1,10
"Bhaisepati, Lalitpur",42500000.0,1711.25,20.0,SOUTH,3.0,7.0,3.0,House,7.0,1,1,1,0,0,1,1,1,0,0,1,11
Other,27500000.0,1129.425,12.0,SOUTH-EAST,3.0,8.0,3.0,House,23.0,1,1,1,0,1,1,1,0,0,1,0,11
"Thaiba, Lalitpur",50000000.0,2053.5,20.0,SOUTH,2.5,3.0,3.0,House,5.0,1,1,1,1,1,1,1,1,0,0,1,11
Other,39000000.0,1471.675,13.0,WEST,2.5,6.0,4.0,House,8.0,0,1,1,0,1,0,1,0,1,0,0,11
"Imadol, Lalitpur",42500000.0,1369.0,14.0,SOUTH,2.5,3.0,3.0,House,7.0,1,1,1,0,1,1,1,0,0,0,1,11
Other,56500000.0,1403.225,20.0,NORTH,2.5,4.0,5.0,House,18.0,2,1,1,0,1,1,1,0,0,0,1,11
Other,31000000.0,1403.225,13.0,EAST,2.5,4.0,3.0,House,7.0,2,1,0,0,1,1,1,1,1,0,1,11
"Imadol, Lalitpur",22500000.0,1026.75,16.0,EAST,1.0,6.0,3.0,House,13.0,1,1,0,0,1,0,1,1,1,1,0,11
"Imadol, Lalitpur",45000000.0,2395.75,16.0,SOUTH,2.5,4.0,3.0,House,10.0,2,1,1,0,1,1,1,1,0,0,1,11
"Imadol, Lalitpur",42500000.0,1369.0,14.0,SOUTH,2.5,3.0,3.0,House,7.0,1,1,0,0,1,1,1,1,1,0,1,11
"Lubhu, Lalitpur",22000000.0,1026.75,13.0,SOUTH,2.5,5.0,4.0,House,7.0,1,1,0,0,1,1,1,0,1,0,1,11
"Imadol, Lalitpur",45000000.0,1437.45,13.0,EAST,2.5,4.0,3.0,House,15.0,1,1,1,0,1,1,1,0,0,1,1,11
Other,85000000.0,3182.925,12.0,SOUTH,2.5,6.0,5.0,House,8.0,1,1,1,0,1,1,1,0,0,1,0,11
"Nakhipot, Lalitpur",20000000.0,855.625,13.0,EAST,2.5,4.0,3.0,House,7.0,1,1,1,0,1,1,1,0,0,0,1,11
"Naxal, Kathmandu",55000000.0,1369.0,13.0,WEST,2.5,3.0,3.0,House,23.0,1,1,1,0,1,1,0,1,1,1,0,11
Other,36000000.0,4107.0,20.0,EAST,2.5,7.0,7.0,Villa,8.0,3,1,0,0,1,1,1,1,1,0,0,10
"Bafal, Kathmandu",37000000.0,1095.2,14.0,NORTH-EAST,2.5,4.0,3.0,House,7.0,1,1,1,0,0,1,0,1,1,1,0,10
"Banasthali, Kathmandu",34000000.0,1369.0,13.0,EAST,3.0,6.0,4.0,House,15.0,2,1,1,1,1,1,0,0,1,1,0,11
"Budhanilkantha, Kathmandu",57500000.0,3080.25,12.0,SOUTH,2.5,4.0,3.0,House,8.0,2,1,1,1,1,1,0,0,1,0,0,11
Other,67500000.0,2053.5,15.0,NORTH,2.5,5.0,5.0,Bungalow,7.0,0,1,1,0,1,1,1,0,1,1,0,11
Other,120000000.0,4107.0,16.0,NORTH,1.5,3.0,2.0,Villa,23.0,4,1,1,1,1,1,1,1,1,1,0,11
"Thankot, Kathmandu",22000000.0,1711.25,10.0,WEST,2.5,6.0,3.0,House,5.0,2,1,1,1,1,1,0,0,1,1,0,11
Other,23000000.0,787.175,13.0,SOUTH,2.5,5.0,5.0,House,7.0,1,1,1,1,1,1,0,1,1,0,0,10
Other,15000000.0,1060.9750000000001,10.0,SOUTH,1.0,2.0,1.0,House,23.0,1,1,0,0,1,1,1,1,1,0,0,9
Other,16800000.0,376.475,20.0,EAST,3.5,3.0,3.0,House,34.0,0,0,0,0,1,1,0,0,0,1,1,11
Other,17300000.0,1026.75,15.0,SOUTH,2.5,1.0,1.0,House,13.0,1,1,1,1,1,1,1,0,1,0,0,9
"Hattigaunda, Kathmandu",77000000.0,2121.9500000000003,30.0,WEST,2.5,4.0,5.0,Bungalow,34.0,1,1,0,1,1,0,1,0,0,0,1,11
Other,22000000.0,1711.25,10.0,SOUTH,2.5,6.0,3.0,Villa,9.0,1,1,1,1,1,1,0,0,0,1,0,11
"Pasikot, Kathmandu",31000000.0,1300.55,13.0,EAST,2.5,5.0,3.0,House,8.0,1,1,0,0,1,1,1,1,1,0,0,9
"Pasikot, Kathmandu",29900000.000000004,1369.0,13.0,SOUTH-EAST,2.5,5.0,5.0,House,7.0,0,1,1,0,1,1,1,1,1,0,0,11
"Bhaisepati, Lalitpur",135000000.0,4449.25,16.0,SOUTH,2.5,7.0,5.0,Bungalow,23.0,3,1,1,1,1,1,0,0,0,0,0,11
"Gothatar, Kathmandu",21000000.0,1026.75,10.0,SOUTH,2.5,5.0,3.0,House,5.0,1,1,0,0,1,1,1,1,0,0,0,11
Other,13000000.0,1437.45,13.0,NORTH-EAST,1.0,2.0,1.0,House,7.0,0,0,0,0,1,1,0,1,1,0,0,6
Other,18500000.0,1779.7,16.0,NORTH,1.0,2.0,1.0,House,34.0,0,1,0,0,1,1,1,1,1,0,0,8
"Narayanthan, Kathmandu",17000000.0,1369.0,20.0,SOUTH,1.0,2.0,1.0,House,34.0,0,1,0,0,1,1,1,1,1,0,0,8
"Kalanki, Kathmandu",60000000.0,1026.75,32.8084,WEST,5.0,1.0,1.0,House,13.0,1,0,1,0,1,1,1,1,1,1,0,10
Other,26500000.0,1095.2,13.0,NORTH,2.5,6.0,4.0,House,8.0,1,1,0,1,1,1,0,0,0,0,0,6
"Imadol, Lalitpur",19500000.0,1369.0,13.0,SOUTH,2.5,5.0,4.0,Bungalow,7.0,1,1,0,1,1,1,0,0,1,0,0,9
Other,85000000.0,2498.4249999999997,17.0,NORTH-EAST,2.5,5.0,4.0,House,7.0,2,1,0,1,1,1,1,0,1,0,0,11
Other,104000000.0,5476.0,65.6168,NORTH-WEST,2.5,5.0,3.0,House,23.0,2,1,0,0,1,1,0,0,0,0,0,5
Other,32500000.0,1369.0,13.0,NORTH,2.5,5.0,5.0,House,7.0,1,1,0,0,1,1,0,0,1,0,0,6
Other,26000000.0,1369.0,10.0,SOUTH,2.5,4.0,3.0,House,10.0,1,1,0,0,1,1,0,0,1,0,0,9
"Imadol, Lalitpur",29500000.0,1095.2,13.0,NORTH,2.5,8.0,3.0,House,36.0,1,1,1,0,1,0,1,0,0,0,1,11
Other,19000000.0,787.175,13.0,SOUTH,2.5,4.0,3.0,House,5.0,1,1,1,0,0,0,1,0,1,1,0,11
Other,25000000.0,7253.55,,UNKNOWN,2.0,,4.0,Bungalow,34.0,0,1,0,1,0,1,0,0,1,1,0,9
Other,13000000.0,400.95,,UNKNOWN,2.0,,4.0,House,33.0,0,1,0,0,0,1,0,0,1,0,0,6
"Baluwatar, Kathmandu",68000000.0,2806.45,14.0,EAST,2.5,6.0,3.0,House,33.0,2,1,0,0,1,1,0,0,0,0,0,4
"Dhapasi, Kathmandu",15500000.0,752.95,15.0,SOUTH,1.0,4.0,2.0,House,6.0,0,1,0,0,0,1,0,0,0,0,1,5
"Tikathali, Lalitpur",22000000.0,1026.75,42.65092,SOUTH-EAST,2.5,6.0,5.0,House,5.0,1,1,0,0,0,1,1,1,0,0,0,11
Other,43000000.0,2395.75,16.5,UNKNOWN,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
